dialogue,summary
"#Person1#: Helen, I'll be late, pls don't wait for me
#Person2#: not again! What this time?
#Person1#: Collins arranged a quick but superimportant meeting
#Person2#: I'm officially sick of this guy
#Person1#: so am I… see you in a while",#Person1# will be late because of Collins.
"#Person1#: hi darling, you OK?
#Person2#: yes, but my sister's been here with the twins, Christ! What a pair of hooligans! They'd have ripped off the new wallpaper if I hadn't stopped them. Louise is hopeless!
#Person1#: yeah, one little thing, I'm driving up to Kidderminster with Sharon tomorrow and I really can't sort out Ethan. Can your mother take him to nursery?
#Person2#: yeah, sure it'll be ok. I'll ring her now. What is that woman making you do now?
#Person1#: Well, It's the regional marketing thing for the new campaign I've been working on. Ashley can't go, because of her arm, so Sharon asked me,
#Person2#: Asked you? Ordered you to do it, more like! Really Dave, you must stand up to that woman. You boss me around when you feel like it!
#Person1#: that's true! Anyway, Sharon says her balls are on the line with this campaign if it isn't 100% brilliant!
#Person2#: her balls! The cheek of the woman! It's you who will get it in the neck if it tanks, love.
#Person1#: No, she wouldn't do that!
#Person2#: she would! She's unscrupulous! Remember old Gareth, she threw him under the bus! Come on, stand up to her, love!
#Person1#: Well, I could tell her I want to present the project as I worked on from from the word go. Why should she get all the credit!
#Person2#: That's the spirit, Dave sweetheart. She's a nasty bully. In fact, I'd have a quiet word with Ian about her.
#Person1#: Yeah, he knows all her tricks! Gareth complained to him about her, but he didn't have the stomach for a fight.
#Person2#: Dave, tell Sharon you're in charge tomorrow and then go and see Ian in his office on Friday.
#Person1#: Thanks love, I don't know what I'd do without you!
#Person2#: It's what I'm here for, you big soft idiot!
#Person1#: She's undermined me far too long, it's time I took action!
#Person2#: I'm so pleased to hear you say that my love! I love you as a man of action!
#Person1#: I'm always your Action Man!
#Person2#: Love you xxxxxx
#Person1#: See you later, gorgeous!","#Person2# had a visit from her sister with the twins and they were misbehaving. #Person2#'s mother will take Ethan to the nursery tomorrow. Following #Person2#'s advice, #Person1# will stand up to his boss who has been a bully."
"#Person1#: How are you today?
#Person2#: soso
#Person1#: why? what happened
#Person2#: I think we went a bit too far last night
#Person1#: I'm sorry, I thought you liked it
#Person2#: I did and this is exactly the problem
#Person1#: let's talk about it over a cup of coffee
#Person2#: ok, I'll write you as soon as I'm done at the office",#Person2# thinks she and #Person1# might have crossed some boundaries last night although she liked it. They will talk about it after her work.
"#Person1#: Are you still at the camp?
#Person2#: Yeah, we're not going out in the end. We're just gonna stay here and chill
#Person1#: Aaah I see, I'll come over just to say hi
#Person2#: Alrightey[HAPPY]",#Person2# is still at the camp. #Person1# will come and say hi.
"#Person1#: did you check Anna's post on insta?
#Person2#: No? whats wrong?
#Person1#: she posted a picture with Harry with the caption 'new love'
#Person2#: what? but we are still together?
#Person1#: i thought you guys had a break up?
#Person2#: hell no! all was good btw us.. we just spoke yesterday
#Person1#: then i think you need to talk to her!!
#Person2#: yes definetly.",Anna posted a picture with Harry on Instagram. #Person2# is surprised by that.
"#Person1#: Hi Linda missed a call from you - what's happening?
#Person2#: lol just about to send an email[HAPPY]
#Person2#: Standby one
#Person1#: Ok will read in 10 when back from dog walk
#Person1#: Have been without internet for days All good now
#Person2#: Argggh welcome to our world up here - crappy internet[SAD]
#Person1#: NBN being rolled out locally here - fingers crossed
#Person2#: Ha! Supposed to happen here last month. Still waiting
#Person1#: Frustrating
#Person2#: I know!
#Person2#: Thing is, I see them working on it up the road whenever I go to Ocean Shores for groceries. But there's only three of them at it
#Person1#: they keep putting it back a month
#Person2#: I'm tempted to shout ""work faster you bastards"" every time I drive past them. But I don't think that's really going to help
#Person1#: might
#Person2#: make me feel better at any rate[HAPPY]",Georgina missed a call from #Person2#. Georgina has been without the Internet for days. Georgina and #Person2# are complaining about NBN.
"#Person1#: Howard do you know that our siblings are dating?
#Person2#: Judy and Andy???
#Person3#: That's news
#Person1#: I discovered yesterday
#Person1#: I saw them kissing in front of our house
#Person1#: Then Judy told me
#Person2#: I need to ask Andy about it",#Person1# and #Person2#'s siblings are dating.
"#Person1#: guys, do we have pe today?
#Person2#: yeah, we do
#Person3#: really? Smith's not at school, i've heard he called in sick
#Person2#: but Hayes's here... unfortunately;/","#Person1#, #Person2# and #Person3# are having PE classes today. Hayes is a substitute for Smith's who has called in sick."
"#Person1#: Hi Chris. Are you available around 4pm today?
#Person2#: Hi there. Sure thing. Why?
#Person1#: I might need a hand with the new sofa.
#Person2#: I see. You've bought it, then?
#Person1#: Yeah. The old one was really cracking and all.
#Person2#: Sure thing. So you need me at your place at 4?
#Person1#: Yeah. I can pick you up at 3.30.
#Person2#: That'd be great. My place?
#Person1#: Whatever suits you.
#Person2#: Can you drive me home later?
#Person1#: Sure. Or I was thinking. Fancy a beer or two?
#Person2#: Great idea. Same place as usual?
#Person1#: Nope. The new pub near the uni. The Cave or sth.
#Person2#: Never heard of it.
#Person1#: Told ya. A new one.
#Person2#: Anybody been there?
#Person1#: Couple of mates. Said it was gr8. Cheap booze, good music and all that.
#Person2#: Sounds cool. I'm free 2moro so …
#Person1#: Yeah, me too.
#Person2#: We'll take a cab I guess?
#Person1#: Right. Can be dead tired after the sofa.
#Person2#: Right you are. Gotta go now. See you at 3.30 then.
#Person1#: Yep. cu then.","#Person1# will pick up #Person2# at 3.30 today. #Person2# will help #Person1# with a new sofa. Afterwards, they'll go for a beer to the new pub near the university."
"#Person1#: dears
#Person1#: wanna grab a beer? I'd like to go out
#Person2#: sure but when? now?
#Person3#: I can go now[HAPPY]
#Person1#: why not, we can go NOW[HAPPY]
#Person2#: sign me up!","#Person2#, #Person1#, and #Person3# are going out."
"#Person1#: GOAT!!
#Person2#: I'm weak
#Person2#: hahahah
#Person1#: Where did u get that?
#Person2#: Sam sent me the link yesterday
#Person1#: I've been ghosting him recently
#Person2#:[HAPPY]",Sam has sent the link to #Person2# yesterday. #Person1# has been ghosting him recently.
"#Person1#: Hi. Are the rollerblades still available?
#Person2#: Yes, they are. Are you interested?
#Person1#: How much is the delivery?
#Person2#: It depends on the company and delivery time. Here's the price list.
#Person1#: Thank you. That's most helpful.
#Person2#:[HAPPY]
#Person1#: One more thing. Are the scratches which are shown in the photo the only defects? Is there anything else I should know about the rollerblades? They are supposed to be a present for my niece. I wouldn't like to have a nasty surprise when I get them.
#Person2#: Only the scratches. The rest is fine. I may send you some more photos if you wish. Basically, these are good rollerblades. I'm selling them because I got an injury. Otherwise I'd still be using them.
#Person1#: I see. Are they good for beginners?
#Person2#: Yes.
#Person1#: Is it the final price?
#Person2#: I'm afraid, it is. This is a really good buy. You won't regret it.
#Person1#: It's not about me. It's about my niece.
#Person2#: She'll love them.
#Person1#: OK. Let me think about it a little more. I'll come back to you in the evening.
#Person2#: No problem.
#Person1#: If I decide on the purchase today, maybe you will re-think the price? Small discount, perhaps?
#Person2#: No, I'm really sorry. I bought them for much much more and they are still in good condition. I can't lower the price any more.
#Person1#: Ok. Thank you for now.
#Person2#: OK.","#Person1#'s buying rollerblades for her niece. They have a few scratches, but are in a good condition and are good for beginners. #Person2# won't give #Person1# any discount. #Person1# will think about buying them."
"#Person1#: Dad, can you give me a lift?
#Person2#: Sure. When?
#Person1#: Tonight to the mall.
#Person2#: No problem. Meeting friends?
#Person1#: No, just need to buy new jeans. Old ones got ripped.
#Person2#: I'll come with you.",#Person2# will drive #Person1# to the mall to buy new jeans.
"#Person1#: don't be late today!
#Person2#: ok, mom
#Person1#: this is realy important!
#Person2#: I know, mom
#Person1#: wear sth clean not yesterday t-shirt
#Person2#: ok, I'll change
#Person1#: good, I'll wait for u
#Person2#: ok, see u",#Person1# wants #Person2# to be on time and war a clean t-shirt today.
"#Person1#: I will be home at 8
#Person2#: ok I will wait with the dinner
#Person1#: thanks[HAPPY]",#Person1# will be home at 8. #Person2# will wait with dinner for her.
"#Person1#: Morning![HAPPY]
#Person2#: Good morning to you[HAPPY]
#Person1#: How was it yesterday? Good concert?
#Person2#: Great! I really liked it.
#Person1#: Good to hear that. And Basia, did she enjoy it?
#Person2#: I think so. She told me she liked their music and she seemes to be having a good time.
#Person1#: Cool. I'd have come with you, but I forgot they were coming...
#Person2#: Really? I though this wasn't your kind of thing. Concerts, I mean.
#Person1#: That's true, but from time to time, I can go. And I haven't been to any concert for a few years now.
#Person2#: OK, so next time we're going somewhere, I'll ask you?
#Person1#: Deal!",#Person2# and Basia enjoyed going to a concert yesterday. #Person2# will ask #Person1# next time she attends a concert.
"#Person1#: So, no news?
#Person2#: No, not yet.
#Person1#: How are you doing?
#Person2#: Bad.
#Person1#: Want me to come over?
#Person2#: Please.",#Person1# will come to #Person2#'s place.
"#Person1#: Can you give me some ideas for Christmas movies, please?
#Person2#: Well, there's Home Alone.
#Person1#: Oh, right!
#Person2#: The Lethal Weapon films all had Christmas in them!
#Person1#: Not exactly what I mean, but...
#Person2#: How about National Lampoon's Christmas Vacation? That's my favorite!
#Person1#: Good one!
#Person2#: Nightmare Before Christmas? Or is that Halloween?
#Person1#: It's both, I think!
#Person2#: True. There are some newer ones, with Tim Allen as Santa. What are they called?
#Person1#: Oh, the Santa Clause films, right, I think there are three or four?
#Person2#: Yes, I forget how many.
#Person1#: This is a good start. More than we need probably. Any others?
#Person2#: Well, all the old Rankin Bass stop motion ones like Rudolph the Red Nosed Reindeer and The Year Without a Santa Claus.
#Person1#: Those are great for the kids, right?
#Person2#: I kind of like them myself! Nostalgia and all that!
#Person1#: LOL!
#Person2#: I'm sure there are newer ones, I just don't know them.
#Person1#: I think so too. Christmas with the Kranks, I think, was the chick from the Halloween films?
#Person2#: Now you're getting too modern for me!
#Person1#: Okay, thanks for the advice!
#Person2#: Enjoy!","#Person2# recommends to #Person1# the following Christmas movies: Home Alone, The Lethal Weapon, National Lampoon's Christmas Vacation, Nightmare Before Christmas, the Santa Clause films with Tim Allen as Santa, Rudolph the Red Nosed Reindeer, The Year Without a Santa Claus."
